  Nr    Dags.    Timi      Breidd     Lengd   Dypi   M     ML
 575 20210225 005521.466 63.88566 -22.18035  6.667  1.33  1.17
 576 20210225 005922.035 63.64285 -19.15508  0.135  0.72  0.15
 577 20210225 010018.251 63.86980 -22.30640  3.086  2.17  1.69
 578 20210225 010512.482 63.92356 -22.22665  6.656  2.36  1.78
 579 20210225 010606.064 63.91838 -22.22078  7.117  1.75  1.29
 580 20210225 012053.345 63.90253 -22.22802  6.702  1.41  1.00
 581 20210225 012232.986 63.88326 -22.44764  3.404  0.67 -0.75
 582 20210225 012250.587 63.92301 -22.19978  5.554  1.81  1.17
 583 20210225 012315.833 63.87325 -22.41795  2.361  1.32  0.72
 584 20210225 012532.984 63.90041 -22.24864  5.930  1.59  0.97
 585 20210225 012615.412 63.92681 -22.04665  3.592  1.40  1.23
 586 20210225 013028.342 63.93167 -22.21237  6.215  2.05  1.46
 587 20210225 013507.596 63.90113 -22.22824  6.635  1.76  1.21
 588 20210225 013959.508 63.87793 -22.44225  3.361  1.72  0.71
 589 20210225 014129.656 63.90416 -22.24232  5.127  1.60  1.14
 590 20210225 014802.698 63.95568 -21.97974  3.463  1.22  0.90
 591 20210225 015638.767 63.86646 -22.36395  0.135  1.78  1.50
 592 20210225 015920.704 63.91954 -22.21548  7.815  1.25  1.28
 593 20210225 020459.352 63.89015 -22.33128  4.849  1.47  1.11
 594 20210225 020721.041 63.81576 -22.37104 10.473  1.63  1.30
 595 20210225 021342.079 63.91833 -22.22527  7.462  1.38  1.03
 596 20210225 021502.427 63.96088 -21.83823  0.135  1.46  1.40
 597 20210225 022005.774 63.92065 -22.05785  3.639  1.65  1.51
 598 20210225 022026.907 63.87603 -22.32230  0.135  1.69  0.98
 599 20210225 022447.143 63.92097 -22.05065  2.562  1.29  1.27
 600 20210225 022627.661 63.90994 -22.05267  3.593  1.97  1.73
 601 20210225 022737.719 63.89301 -22.27136  6.684  1.28  1.04
 602 20210225 023625.015 66.22603 -18.55297  5.782  1.24  1.34
 603 20210225 024020.311 63.93165 -22.02739  0.606  1.29  1.30
 604 20210225 024225.993 63.87920 -22.40877  2.232  0.52 -0.02
 605 20210225 024409.841 63.89467 -22.28276  0.144  0.72  0.50
 606 20210225 024622.421 63.91347 -22.05256  3.468  2.40  2.32
 607 20210225 025009.668 63.92121 -22.22889  6.130  1.90  1.23
 608 20210225 025508.366 63.91069 -22.04219  2.253  1.38  1.22
 609 20210225 025935.314 63.93027 -22.18326  7.136  1.52  1.20
 610 20210225 030011.581 63.92136 -22.05975  1.782  1.83  1.48
 611 20210225 030205.125 63.92247 -22.01686  1.416  1.88  1.50
 612 20210225 030728.061 63.90165 -22.24930  5.202  2.31  1.64
 613 20210225 031006.938 63.91596 -22.05750  2.591  1.30  0.99
 614 20210225 031246.589 63.93423 -22.19030  1.424  0.59  0.67
 615 20210225 031443.905 63.89750 -22.25314  4.716  1.49  1.12
 616 20210225 031518.027 63.92889 -22.19080  7.124  1.79  1.34
 617 20210225 031839.212 63.93031 -22.19334  6.108  1.64  1.24
 618 20210225 032009.502 63.88804 -22.37682  6.898  1.25  0.60
 619 20210225 032613.492 63.90706 -22.06886  4.333  3.46  3.10
 620 20210225 032815.104 63.89650 -22.33089  3.487  1.84  1.39
 621 20210225 032947.314 63.92831 -22.18925  5.494  1.81  1.37
 622 20210225 033705.463 63.91282 -22.07007  3.517  1.96  1.57
 623 20210225 033759.568 63.92941 -22.19392  6.289  1.93  1.59
 624 20210225 035035.251 63.89671 -22.23720  5.407  1.90  1.39
 625 20210225 035247.647 63.92614 -22.20293  7.435  1.68  1.43
 626 20210225 035535.075 63.91999 -22.05899  2.847  2.10  1.81
 627 20210225 040217.626 63.93177 -22.19089  6.839  2.17  1.80
 628 20210225 040243.383 66.21529 -17.64459  5.207  0.61  0.64
 629 20210225 040800.752 63.91492 -22.22514  8.299  1.35  0.88
 630 20210225 042454.546 63.92095 -22.20659  6.211  2.37  2.04
 631 20210225 042531.775 63.88715 -22.16907  6.707  2.41  2.19
 632 20210225 043651.605 63.86687 -22.31448  2.587  2.74  2.38
 633 20210225 044126.155 63.90472 -22.23074  6.558  1.96  1.38
 634 20210225 044230.071 63.93287 -22.02994  7.558  1.46  1.34
 635 20210225 044241.336 63.86883 -22.37248  3.702  1.79  1.44
 636 20210225 044357.350 63.92516 -22.22208  6.263  2.24  1.85
 637 20210225 045655.350 66.22868 -18.56757  7.592  0.82  0.92
 638 20210225 050034.993 63.92812 -22.21357  5.597  1.96  1.77
 639 20210225 051028.138 63.90811 -22.22416  5.644  2.17  1.71
 640 20210225 051349.091 64.04696 -21.18338  3.340  0.67  0.22
 641 20210225 052015.528 63.90350 -22.23619  6.457  1.70  1.17
 642 20210225 052444.851 63.93216 -22.21824  6.298  2.00  1.45
 643 20210225 052951.743 63.87264 -22.40860  5.488  2.73  1.89
 644 20210225 053123.918 63.90461 -22.26932  6.217  1.31  1.21
 645 20210225 053656.625 63.93032 -21.90332  4.186  2.40  2.20
 646 20210225 061507.144 65.04807 -16.50888  8.444  0.73  0.84
 647 20210225 072931.608 63.89694 -22.28254  6.336  2.10  1.88
 648 20210225 073121.894 63.90450 -22.23473  5.903  2.02  1.49
 649 20210225 073634.744 63.87935 -22.44054  3.315  1.00  0.20
 650 20210225 074545.921 63.92203 -22.21928  7.437  1.69  1.27
 651 20210225 074855.819 63.88614 -22.22771  5.879  1.60  0.62
 652 20210225 075246.450 63.91009 -22.18677  0.135  1.59  0.75
 653 20210225 075430.796 63.90129 -22.29242  5.992  2.12  1.46
 654 20210225 075552.312 63.92199 -22.19822  7.785  1.15  0.76
 655 20210225 075755.233 63.91548 -22.05750  3.121  1.74  1.27
 656 20210225 080810.955 63.84629 -22.38794  4.947  1.47  0.58
 657 20210225 081243.876 63.89492 -22.28598  6.287  1.71  1.16
 658 20210225 081403.838 63.92600 -22.22017  5.972  1.77  1.38
 659 20210225 082030.678 63.91021 -22.22553  6.307  1.76  1.59
 660 20210225 082933.540 63.91606 -22.22015  7.348  1.31  0.36
 661 20210225 083200.034 63.86836 -22.39858  1.665  0.87  0.36
 662 20210225 083355.131 63.87854 -22.49057  2.502  0.43 -0.71
 663 20210225 083412.216 63.95022 -21.97331  3.925  1.67  1.34
 664 20210225 083514.557 63.90008 -22.24533  6.517  1.59  1.09
 665 20210225 083631.447 63.90439 -22.23847  6.530  1.79  1.19
 666 20210225 083717.043 63.88139 -22.23979  6.018  1.81  1.18
 667 20210225 084503.145 63.90623 -22.25958  6.528  2.06  1.20
 668 20210225 084614.027 63.90975 -22.06455  3.589  0.98  0.90
 669 20210225 084753.069 63.91520 -22.20179  3.276  1.69  1.06
 670 20210225 084938.583 63.91033 -22.20899  6.364  1.80  1.50
 671 20210225 085331.512 63.86857 -22.30774  2.582  1.25  0.83
 672 20210225 085359.245 63.90840 -22.20841  5.414  1.60  1.16
 673 20210225 085411.445 63.86610 -22.40078  2.330  1.43  0.80
 674 20210225 085944.349 66.63708 -17.91854 11.517  1.36  1.50
 675 20210225 090045.368 63.90246 -22.29178  5.834  1.78  1.23
 676 20210225 090515.683 63.90186 -22.29077  6.218  1.97  1.35
 677 20210225 090853.235 63.91132 -22.21085  6.707  2.91  2.67
 678 20210225 091244.308 63.89926 -22.06732  3.876  1.56  1.14
 679 20210225 091531.071 63.91726 -22.09624  2.539  1.51  0.82
 680 20210225 092057.929 63.95144 -21.98200  3.791  2.31  1.99
 681 20210225 092626.552 63.92510 -22.21978  5.878  1.71  1.16
 682 20210225 092720.382 63.89634 -22.27606  7.036  2.15  1.49
 683 20210225 093003.977 63.90437 -22.28171 10.833  1.82  0.96
 684 20210225 093507.755 63.93765 -22.19730  5.240  2.00  1.59
 685 20210225 093645.044 63.80584 -22.68538  4.039  1.18  0.26
 686 20210225 094620.154 63.88905 -22.22353  5.799  1.22  0.71
 687 20210225 095226.535 63.89826 -22.29559  5.274  1.16  0.64
 688 20210225 095805.917 63.86994 -22.39611  1.138  0.20 -0.26
 689 20210225 095820.329 63.86949 -22.39356  2.832  1.42  0.80
 690 20210225 095823.360 63.94027 -22.18011  5.678  1.91  1.38
 691 20210225 100113.638 63.86432 -22.48909  3.634  2.36  1.68
 692 20210225 100439.195 63.92396 -22.22181  6.711  1.80  1.24
 693 20210225 100733.548 66.64858 -17.90710 11.338  1.03  1.26
 694 20210225 100936.795 63.92848 -22.18981  7.061  1.69  1.31
 695 20210225 101613.453 63.92387 -22.20269  7.494  1.88  1.30
 696 20210225 101707.391 63.92707 -22.20227  7.525  1.64  1.21
 697 20210225 101840.880 63.91872 -22.20611  7.416  1.26  1.17
 698 20210225 101922.998 63.92264 -22.20654  6.807  1.71  1.39
 699 20210225 104214.171 63.92542 -22.19831  7.697  1.44  0.94
 700 20210225 104426.163 63.93090 -22.19357  6.909  1.76  1.30
 701 20210225 105145.419 63.93505 -22.18595  6.906  1.66  1.16
 702 20210225 105433.141 63.92968 -22.19421  7.078  1.78  1.52
 703 20210225 105847.647 63.90129 -22.29406  6.388  1.84  1.33
 704 20210225 110136.177 63.90519 -22.22232  6.469  2.29  2.07
 705 20210225 110345.729 63.92896 -22.19336  6.956  1.65  1.23
 706 20210225 110715.083 63.93034 -22.18618  7.468  1.28  1.54
 707 20210225 110743.853 63.90060 -22.24262  6.748  1.84  1.37
 708 20210225 111537.190 63.92981 -22.19725  7.128  1.92  1.51
 709 20210225 111612.886 63.87789 -22.26858  4.924  1.48  0.86
 710 20210225 111903.627 63.92979 -22.18306  7.881  1.19  0.90
 711 20210225 112226.968 63.90442 -22.22226  6.035  1.76  1.60
 712 20210225 113153.635 63.94707 -21.99941  6.381  1.56  1.22
 713 20210225 114544.779 63.93330 -22.17359  8.094  1.10  0.84
 714 20210225 115427.198 63.94443 -22.20100  6.232  1.91  1.67
 715 20210225 120000.494 63.86626 -22.38816  5.543  2.04  1.20
 716 20210225 120203.394 63.84344 -22.54726  4.510  1.51  0.40
 717 20210225 121225.293 63.92625 -22.19802  7.681  1.40  1.35
 718 20210225 121624.902 63.92687 -22.19321  6.947  1.87  1.62
 719 20210225 123040.822 63.92986 -22.19503  5.377  1.68  1.38
 720 20210225 123411.962 63.89202 -22.29323  6.261  1.76  1.15
 721 20210225 123523.096 63.92216 -22.18070  8.046  1.12  0.97
 722 20210225 123849.492 63.91433 -22.20235  6.633  1.53  1.03
 723 20210225 124207.620 63.92910 -22.18565  7.879  1.14  1.17
 724 20210225 124721.678 63.92715 -22.19221  7.810  1.34  1.19
 725 20210225 125712.255 63.90304 -22.23787  5.922  2.17  1.73
 726 20210225 130357.955 63.93991 -22.19784  6.805  1.42  1.20
 727 20210225 130420.748 63.92860 -22.19745  7.153  1.92  1.52
 728 20210225 130455.066 66.65248 -17.89753 11.283  1.01  1.23
 729 20210225 130528.821 63.89790 -22.29346  4.732  1.66  0.86
 730 20210225 131155.816 63.91906 -22.20701  7.314  1.32  0.62
 731 20210225 131656.866 63.92751 -21.91817  3.258  2.52  2.70
 732 20210225 132341.387 63.92294 -22.21961  6.227  1.81  1.00
 733 20210225 132514.961 63.93022 -22.18795  7.699  1.65  1.31
 734 20210225 133312.448 63.92344 -22.19637  7.262  1.01  0.53
 735 20210225 133345.649 63.92246 -22.22467  5.880  1.96  1.39
 736 20210225 134850.997 63.91087 -22.07507  1.144  1.30  1.34
 737 20210225 135046.097 63.93096 -22.19607  6.936  1.56  1.24
 738 20210225 135830.899 63.92309 -22.21548  8.322  1.18  0.60
 739 20210225 140635.979 63.92594 -22.19302  7.040  1.58  1.17
 740 20210225 141128.294 63.92656 -22.19278  5.483  1.14  0.65
 741 20210225 142121.913 63.90502 -22.26373  0.135  3.16  2.79
 742 20210225 142341.089 63.92630 -22.19403  7.332  1.58  1.47
 743 20210225 142548.294 63.93032 -22.20961  6.343  1.37  0.96
 744 20210225 142852.050 63.92832 -22.18550  6.734  1.73  1.36
 745 20210225 143322.675 64.62028 -17.42198  8.131  0.76  0.20
 746 20210225 143539.976 63.93054 -22.19159  7.049  3.47  3.22
 747 20210225 152137.927 63.91146 -22.20756  6.640  1.58  1.37
 748 20210225 153351.423 66.22475 -18.55527  8.320  1.50  1.56
 749 20210225 155451.369 63.86355 -22.49178  4.303  3.21  2.69
 750 20210225 160229.243 63.92067 -22.21662  5.756  1.71  0.97
 751 20210225 160725.985 63.91309 -22.07691  1.626  1.37  1.06
 752 20210225 161027.621 63.91957 -22.20349  5.256  2.12  1.53
 753 20210225 162358.376 63.92205 -22.20280  7.155  1.27  0.71
 754 20210225 162622.479 63.89968 -22.24006  5.469  1.87  0.96
 755 20210225 170710.640 63.58683 -19.13134  0.443  1.81  1.53
 756 20210225 172751.991 63.59643 -19.13008  0.135  1.35  1.61
 757 20210225 175349.272 63.92685 -22.21812  6.041  1.19  0.66
 758 20210225 175429.556 63.92723 -22.01166  7.227  1.60  1.28
 759 20210225 180239.668 63.88652 -22.22644  6.561  2.17  1.46
 760 20210225 194141.193 63.89385 -22.16819  6.298  2.18  1.74
 761 20210225 211638.138 64.80698 -18.98929  3.733  1.82  1.63
 762 20210225 212647.183 63.90282 -22.22877  0.135  0.82  0.36
 763 20210225 214418.850 64.50482 -17.51896 10.326  1.92  1.42
 764 20210225 214609.979 63.89754 -22.23969  7.160  1.83  1.30
 765 20210225 215502.827 63.89322 -22.24652  4.036  1.48  0.96
 766 20210225 220821.365 63.90552 -22.24029  7.199  1.84  1.67
 767 20210225 221335.538 63.93848 -22.19816  5.120  1.05  0.80
 768 20210225 221730.432 63.90372 -22.21895  9.604  1.56  1.11
 769 20210225 221837.471 63.90522 -22.23408  6.312  2.45  1.90
 770 20210225 232238.263 63.92401 -22.22708  6.917  2.51  1.98
 771 20210225 232415.680 63.89278 -22.27334  5.420  1.65  1.24
 772 20210225 232429.812 63.89390 -22.24397  6.724  1.92  1.38
 773 20210226 002123.005 64.42844 -17.37468  2.384  0.83  0.25
 774 20210226 002248.933 63.92477 -22.19392  6.657  1.77  1.28
 775 20210226 002432.694 63.87845 -22.26865  4.868  1.46  1.13
 776 20210226 002651.352 63.88298 -22.26326  4.692  1.70  0.98
 777 20210226 003239.342 63.90206 -22.21637  6.442  1.40  1.04
 778 20210226 004247.052 63.88215 -22.38222  5.964  2.05  1.25
 779 20210226 004603.639 63.89978 -22.24348  5.888  2.20  1.70
 780 20210226 005100.312 63.90319 -22.28738  5.043  0.80  0.48
 781 20210226 005707.421 63.88427 -22.23073  5.334  1.15  0.84
 782 20210226 005840.020 63.89750 -22.26245  4.760  1.63  1.03
 783 20210226 010402.795 63.88355 -22.26033  5.182  1.26  0.88
 784 20210226 012102.637 63.89565 -22.23861  6.746  1.64  1.13
 785 20210226 012550.189 63.90910 -22.30798  5.397  1.87  1.34
 786 20210226 012705.202 63.89662 -22.22920  6.451  2.22  1.57
 787 20210226 012947.118 63.87980 -22.27317  5.571  1.41  1.28
 788 20210226 014919.565 63.89999 -22.26626  6.145  1.92  1.45
 789 20210226 023731.506 63.86426 -22.23541  3.195  1.15  0.52
 790 20210226 024109.130 66.29198 -18.55138 10.392  0.63  0.89
 791 20210226 024330.206 63.91002 -22.20758  6.334  1.95  1.55
 792 20210226 024512.116 63.90873 -22.20946  6.401  1.84  1.50
 793 20210226 024617.770 63.91423 -22.22657  0.135  0.45  0.20
 794 20210226 024826.315 63.89942 -22.22705  7.021  2.29  1.99
 795 20210226 025126.504 63.91137 -22.20690  6.178  1.77  1.10
 796 20210226 025643.205 63.93793 -22.19803  2.861  1.46  1.08
 797 20210226 030114.375 63.88346 -22.26113  5.025  1.65  1.18
 798 20210226 030316.578 63.87986 -22.26129  5.485  1.16  0.68
 799 20210226 030415.977 63.92639 -22.23372  6.100  1.87  1.51
 800 20210226 032257.544 63.87448 -22.34583  2.209  0.78  0.29
 801 20210226 032909.621 63.92313 -22.23023  7.380  1.20  1.02
 802 20210226 033959.044 63.88453 -22.23282  6.183  1.07  0.21
 803 20210226 034820.471 63.90323 -22.26184  6.252  2.08  1.42
 804 20210226 035056.198 63.87697 -22.45773  2.614  0.86  0.24
 805 20210226 040342.667 63.88901 -22.24010  5.694  1.21  1.01
 806 20210226 043007.519 63.88965 -22.32079  5.943  1.56  1.21
 807 20210226 043453.527 63.90968 -22.04882  4.065  1.24  0.96
 808 20210226 044717.665 63.92015 -22.20291  8.180  1.08  0.70
 809 20210226 045627.358 63.88005 -22.43959  0.854  0.37 -0.15
 810 20210226 050612.065 63.89918 -22.07738  5.621  1.18  0.50
 811 20210226 051202.846 63.92647 -22.19561  8.486  1.58  1.16
 812 20210226 051717.396 63.91760 -22.22833  7.824  1.52  1.50
 813 20210226 052756.357 63.93075 -22.22469  6.364  1.93  1.48
 814 20210226 054207.752 63.88185 -22.24775  6.457  1.83  0.75
 815 20210226 054615.112 63.88227 -22.36053  0.135  1.10  0.66
 816 20210226 055809.478 63.93571 -22.18116  7.097  2.88  2.50
 817 20210226 060012.318 63.88657 -22.23241  6.424  1.78  1.26
 818 20210226 060222.750 63.85296 -22.39548  4.262  1.54  0.91
 819 20210226 061340.031 63.92268 -22.22768  6.951  1.89  1.40
 820 20210226 061909.853 63.91652 -22.23156  7.486  1.43  1.20
 821 20210226 062215.669 63.91980 -22.20795  6.101  2.45  1.89
 822 20210226 063319.383 63.87537 -22.46091  2.229  0.82  0.34
 823 20210226 063405.229 63.91963 -22.22520  6.636  2.14  1.61
 824 20210226 063836.224 63.91785 -21.90302  3.470  1.51  1.71
 825 20210226 064802.232 63.91652 -22.01077  5.084  1.09  1.25
 826 20210226 064954.748 66.21008 -17.65704  8.976  1.26  1.30
 827 20210226 065101.668 63.86427 -22.23411  4.407  2.39  2.34
 828 20210226 065244.075 63.90941 -22.20833  5.498  2.16  1.58
 829 20210226 065540.256 63.88438 -22.22911  6.598  1.42  0.35
 830 20210226 065742.471 63.91456 -22.21197  5.323  2.00  1.27
 831 20210226 065903.308 63.88511 -22.23593  6.822  1.62  1.13
 832 20210226 072810.539 63.89803 -22.23571  6.414  1.50  0.84
 833 20210226 072845.276 63.90508 -22.24168  6.641  2.26  1.66
 834 20210226 073052.443 63.91913 -22.22333  7.494  1.26  1.25
 835 20210226 074925.505 63.92686 -22.23037  6.252  2.77  2.49
 836 20210226 075352.421 63.93033 -22.20152  5.532  1.84  1.42
 837 20210226 075548.240 63.92443 -22.22903  6.143  2.17  1.61
 838 20210226 075745.374 63.91924 -22.06002  2.908  1.50  1.34
 839 20210226 080655.127 63.92492 -22.23531  6.509  2.35  2.01
 840 20210226 081934.543 63.88150 -22.34307  3.040  1.20  0.80
 841 20210226 082212.973 63.89951 -22.21170  5.965  1.35  0.88
 842 20210226 083739.649 63.90206 -22.23050  6.768  3.22  2.92
 843 20210226 084020.747 63.91824 -22.20512  6.299  1.96  1.49
 844 20210226 084146.674 63.90318 -22.23167  6.166  1.39  0.74
 845 20210226 090407.312 63.90213 -22.23104  6.585  2.04  1.78
 846 20210226 090556.046 63.93601 -22.18200  7.130  1.65  1.49
 847 20210226 091137.416 63.90573 -22.22960  6.562  1.90  1.64
 848 20210226 092547.442 63.91738 -22.20351  6.356  1.86  1.42
 849 20210226 092622.098 63.93700 -22.18419  3.192  0.83  0.57
 850 20210226 092835.149 63.92561 -22.23322  7.037  2.13  1.58
 851 20210226 093110.932 63.90020 -22.21208  6.435  1.64  0.95
 852 20210226 093145.587 63.90350 -22.23285  6.701  1.96  1.49
 853 20210226 094050.870 63.92448 -22.22151  6.959  2.14  1.60
 854 20210226 094220.432 63.92117 -22.19473  8.651  1.56  1.36
 855 20210226 094807.632 63.91522 -22.22759  6.607  1.78  0.79
 856 20210226 095452.232 63.90890 -22.23837  8.752  1.37  1.53
 857 20210226 095726.557 63.93153 -22.18613  6.626  1.72  1.55
 858 20210226 100718.528 63.93311 -22.19931  5.213  2.09  1.47
 859 20210226 101744.588 63.89731 -22.23456  6.824  2.81  2.35
 860 20210226 103314.044 63.90977 -22.23957  7.486  1.64  1.35
 861 20210226 103556.881 63.90187 -22.24001  6.929  1.87  1.41
 862 20210226 103658.154 63.92809 -21.98068  7.600  1.46  1.22
 863 20210226 103752.753 63.91891 -22.23424  7.079  1.72  1.41
 864 20210226 103844.878 63.90126 -22.24413  6.381  1.63  1.06
 865 20210226 104034.140 63.90490 -22.23133  5.363  1.61  1.23
 866 20210226 104445.293 63.90242 -22.24593  7.289  1.62  1.08
 867 20210226 104954.056 63.90231 -22.24387  6.782  1.97  1.62
 868 20210226 105645.738 63.90398 -22.25098  7.816  1.57  1.18
 869 20210226 110109.525 63.90068 -22.24053  6.666  2.43  1.98
 870 20210226 110209.451 63.90216 -22.23787  6.572  2.46  1.96
 871 20210226 110945.254 63.90539 -22.25699  6.780  1.93  1.32
 872 20210226 111121.719 63.89594 -22.24277  6.609  1.83  1.25
 873 20210226 111235.177 63.89843 -22.24153  6.564  1.87  1.17
 874 20210226 111304.614 63.90142 -22.24411  6.690  2.00  1.51
 875 20210226 111349.441 63.89821 -22.24543  5.428  1.87  1.50
 876 20210226 111429.174 63.89542 -22.24560  6.331  1.30  1.38
 877 20210226 111431.518 63.89762 -22.24444  6.682  2.00  1.48
 878 20210226 111713.281 63.90285 -22.23798  6.371  2.46  2.20
 879 20210226 111826.576 63.89373 -22.24813  5.808  2.47  1.82
 880 20210226 112031.010 63.90801 -22.23347  4.896  2.09  1.18
 881 20210226 112050.764 63.90293 -22.24570  6.774  2.04  1.52
 882 20210226 112224.128 63.92169 -22.23613  7.253  2.15  1.92
 883 20210226 112343.505 63.89116 -22.25874  6.587  2.42  1.97
 884 20210226 112453.852 63.89798 -22.24319  6.314  1.75  1.05
 885 20210226 112648.367 63.90271 -22.24077  6.144  2.67  2.35
 886 20210226 112908.193 63.89669 -22.24979  6.659  1.89  1.42
 887 20210226 115950.130 63.91035 -22.23993  6.626  3.39  3.24
 888 20210226 120603.476 63.91220 -22.23863  5.803  3.15  2.81
 889 20210226 120649.773 63.91344 -22.24259  4.414  4.44  4.17
 890 20210226 120856.127 63.90195 -22.24575  1.144  2.79  2.52
 891 20210226 120933.753 63.90237 -22.23218  0.485  2.34  2.17
 892 20210226 121022.302 63.91772 -22.23295  5.067  3.57  3.57
 893 20210226 121409.284 63.89658 -22.28826  4.847  2.91  2.63
 894 20210226 121441.919 63.91018 -22.23893  6.378  3.42  3.26
 895 20210226 121530.394 63.89893 -22.28265  4.751  3.00  2.86
 896 20210226 121753.137 63.89565 -22.24117  2.526  2.70  2.46
 897 20210226 122005.444 63.91100 -22.22821  0.228  2.80  2.52
 898 20210226 122128.801 63.91481 -22.23647  5.868  3.00  2.64
 899 20210226 122413.254 63.91022 -22.24195  6.397  4.01  4.07
 900 20210226 122540.612 63.91890 -22.22907  5.380  2.48  2.24
 901 20210226 123357.499 63.91156 -22.23520  6.000  2.62  2.36
 902 20210226 123512.743 63.91721 -22.22974  6.014  2.48  2.24
 903 20210226 124257.809 63.89925 -22.28361  5.583  3.00  2.62
 904 20210226 124837.640 63.91420 -22.23416  6.826  3.18  3.04
 905 20210226 124921.396 63.91127 -22.24306  5.933  2.55  2.26
 906 20210226 124938.858 63.89116 -22.29017  3.051  2.60  2.48
 907 20210226 125207.144 63.90734 -22.25117  7.084  2.95  2.37
 908 20210226 125344.536 63.90177 -22.26465  3.490  2.69  2.46
 909 20210226 125628.054 63.91157 -22.24150  5.556  2.75  2.58
 910 20210226 125833.054 63.91479 -22.22437  4.563  2.53  2.25
 911 20210226 130650.008 63.91405 -22.22567  5.890  2.29  1.72
 912 20210226 131045.622 63.91652 -22.22239  6.404  3.31  3.22
 913 20210226 131047.482 66.64912 -17.93106 11.790  1.59  1.64
 914 20210226 133319.251 63.92763 -22.21875  5.299  2.84  2.56
 915 20210226 133409.730 63.91008 -22.24075  6.407  3.66  3.26
 916 20210226 133520.348 63.91068 -22.24041  5.630  2.78  1.93
 917 20210226 133548.051 63.91566 -22.22309  5.550  2.56  2.16
 918 20210226 133637.947 63.91879 -22.22618  6.229  2.86  2.71
 919 20210226 133939.738 63.91418 -22.23796  6.273  2.73  2.34
 920 20210226 134415.287 63.91156 -22.23975  6.568  2.99  2.61
 921 20210226 135154.686 63.91914 -22.22511  6.203  4.08  3.79
 922 20210226 135216.311 63.90086 -22.26680  5.513  3.27  2.98
 923 20210226 142058.059 63.89434 -20.95532  3.205  0.87  1.11
 924 20210226 143037.792 63.93012 -22.19998  3.805  2.45  2.12
 925 20210226 143801.517 63.92262 -22.21010  5.640  2.77  2.24
 926 20210226 144449.996 63.92534 -22.22223  4.806  2.48  2.08
 927 20210226 145143.607 63.91597 -22.22640  6.589  2.66  2.02
 928 20210226 145438.575 63.91168 -22.19395  3.924  3.05  2.88
 929 20210226 151030.593 63.92850 -22.21772  5.986  4.17  3.80
 930 20210226 151219.562 63.91586 -22.22874  6.267  2.95  2.88
 931 20210226 151427.850 63.92225 -22.21799  5.265  3.08  2.78
 932 20210226 151543.515 63.92675 -22.21929  5.512  3.20  3.14
 933 20210226 155605.926 63.92093 -22.21698  4.862  2.73  2.41
 934 20210226 161037.790 63.91885 -22.22658  6.428  2.00  1.75
 935 20210226 161131.818 63.90708 -22.23396  5.629  3.04  2.95
 936 20210226 161327.869 63.91138 -22.23908  6.218  3.04  2.64
 937 20210226 162027.674 63.91772 -22.23115  6.641  2.75  2.48
 938 20210226 163203.519 63.92305 -22.22553  4.772  3.02  2.82
 939 20210226 164830.640 63.90839 -22.23821  6.632  4.40  4.10
 940 20210226 164856.335 63.92136 -22.22779  4.186  3.38  3.66
 941 20210226 165628.872 63.90466 -22.27204  5.656  3.80  3.89
 942 20210226 165814.911 63.90962 -22.23804  4.439  2.65  2.13
 943 20210226 170345.356 63.91000 -22.23826  5.282  2.46  2.07
 944 20210226 170829.944 63.90759 -22.23401  5.595  3.26  3.12
 945 20210226 171134.433 66.59229 -17.78919  8.203  1.36  1.41
 946 20210226 171233.869 63.91776 -22.23510  6.119  3.58  3.45
 947 20210226 172528.619 63.91021 -22.23870  5.927  2.74  2.32
 948 20210226 172723.195 63.91393 -22.23532  5.889  2.66  2.01
 949 20210226 173452.463 63.91688 -22.22243  6.345  2.62  2.12
 950 20210226 173719.233 63.89640 -22.26945  4.186  2.48  2.13
 951 20210226 174009.777 63.91766 -22.22758  6.089  3.21  2.83
 952 20210226 180004.416 63.91364 -22.22969  5.002  2.24  1.74
 953 20210226 181359.579 63.91870 -22.22804  6.558  3.61  3.22
 954 20210226 182442.455 63.91153 -22.23773  5.714  4.06  3.77
 955 20210226 192321.249 63.91774 -22.22334  6.378  3.30  3.16
 956 20210226 192616.253 63.92284 -22.21094  5.730  3.22  3.11
 957 20210226 192732.050 63.87426 -22.23227  4.319  2.50  2.16
 958 20210226 193018.272 63.91655 -22.22490  5.232  2.73  2.43
 959 20210226 194503.890 63.91425 -22.23195  5.730  2.90  2.95
 960 20210226 195319.614 63.91930 -22.21266  5.380  3.44  3.16
 961 20210226 200809.639 63.92266 -22.22121  5.698  4.63  4.06
 962 20210226 204723.125 63.91890 -22.21490  5.700  3.99  3.47
 963 20210226 205836.058 63.92219 -22.21466  6.477  3.50  2.87
 964 20210226 210933.267 63.92047 -22.21629  6.062  3.38  3.13
 965 20210226 210952.050 66.27190 -17.49637 10.693  1.35  1.36
 966 20210226 212219.484 63.93607 -22.19595  5.608  3.57  3.21
 967 20210226 213453.785 63.95402 -21.97822  3.161  1.65  1.51
 968 20210226 213904.013 63.91751 -22.21453  7.434  2.26  1.84
 969 20210226 214048.713 63.91752 -22.21232  7.514  2.05  1.89
 970 20210226 214114.015 63.91632 -22.22856  6.871  2.06  1.67
 971 20210226 214202.421 63.88581 -22.22721  5.035  3.04  2.38
 972 20210226 214414.672 63.91741 -22.21401  7.209  2.42  1.91
