  Nr    Dags.    Timi      Breidd     Lengd   Dypi   M     ML
 973 20210226 214457.601 63.92196 -22.21217  6.404  2.64  2.31
 974 20210226 220852.647 63.92064 -22.21721  5.146  3.09  2.98
 975 20210226 221026.147 63.91605 -22.23179  5.421  1.88  1.64
 976 20210226 221411.676 63.92336 -22.21294  5.451  3.36  3.19
 977 20210226 221653.592 63.93948 -22.20443  6.767  2.32  2.15
 978 20210226 222235.919 63.66219 -19.07976  1.144  0.72 -0.24
 979 20210226 222806.954 63.93299 -22.18499  6.746  2.31  1.81
 980 20210226 223059.510 63.92163 -22.20399  7.977  2.08  1.39
 981 20210226 223133.639 63.92031 -22.21607  6.177  2.47  2.13
 982 20210226 223344.503 63.92723 -22.21210  6.463  2.36  1.98
 983 20210226 223815.975 63.92127 -22.21232  5.632  2.84  2.54
 984 20210226 223843.866 63.92277 -22.21816  5.743  4.86  4.27
 985 20210226 234914.297 63.91724 -22.19213  7.345  2.39  2.00
 986 20210226 235931.617 63.91889 -22.21468  5.687  3.66  3.21
 987 20210227 000233.007 63.91924 -22.20105  7.264  2.16  1.77
 988 20210227 000803.970 63.91843 -22.20726  5.791  2.05  1.71
 989 20210227 000949.372 63.92282 -22.19848  7.247  2.03  1.99
 990 20210227 001152.268 63.92157 -22.20672  5.224  2.90  2.81
 991 20210227 001407.553 63.92245 -22.20097  7.679  2.00  1.68
 992 20210227 001553.477 63.89529 -22.28828  6.356  2.23  1.75
 993 20210227 001715.196 63.91531 -22.21369  7.613  2.14  1.76
 994 20210227 002034.376 63.93004 -22.20969  4.867  3.63  3.24
 995 20210227 003339.755 63.91309 -22.21714  7.468  2.29  1.80
 996 20210227 003543.207 63.91542 -22.21993  6.999  2.08  1.58
 997 20210227 003653.285 63.91954 -22.19881  7.167  2.48  1.91
 998 20210227 004128.325 63.91766 -22.22061  7.691  1.96  1.50
 999 20210227 004156.846 63.91222 -22.22485  7.001  1.85  1.65
1000 20210227 004232.561 63.91674 -22.20772  7.014  2.17  1.92
1001 20210227 004518.722 63.92760 -22.20376  6.098  2.54  2.48
1002 20210227 005009.336 63.91542 -22.22013  6.725  2.41  1.91
1003 20210227 005109.978 63.92233 -22.21235  5.311  2.84  2.46
1004 20210227 010158.846 63.91576 -22.21305  7.841  2.21  1.85
1005 20210227 010645.684 63.93494 -22.18307  6.648  2.70  2.47
1006 20210227 010930.195 63.92338 -22.21074  5.620  1.81  1.80
1007 20210227 011604.399 63.91455 -22.21567  7.878  2.03  1.58
1008 20210227 011647.255 63.91602 -22.21989  6.354  2.30  1.91
1009 20210227 012232.194 63.92081 -22.21067  6.634  1.81  1.27
1010 20210227 012319.763 63.91636 -22.21455  7.354  2.29  1.59
1011 20210227 012407.359 63.90309 -22.23927  5.961  2.39  2.08
1012 20210227 012508.934 63.91562 -22.21514  7.113  2.33  1.76
1013 20210227 012626.697 63.91817 -22.22113  7.338  1.79  1.70
1014 20210227 013148.188 63.91129 -22.23240  5.436  2.63  2.23
1015 20210227 013227.357 63.94790 -22.01562  4.119  1.82  1.66
1016 20210227 015043.002 63.92679 -22.20295  4.803  1.97  2.11
1017 20210227 015111.300 63.92824 -22.20300  0.135  1.93  1.63
1018 20210227 020432.883 63.90133 -22.28121  6.356  2.28  1.75
1019 20210227 020635.703 63.88403 -22.24330  6.401  1.96  1.67
1020 20210227 021048.652 63.88289 -22.24150  5.385  1.72  1.41
1021 20210227 021157.912 63.93216 -22.20543  4.627  3.05  2.92
1022 20210227 021637.242 63.87898 -22.38824  0.135  1.27  0.71
1023 20210227 021719.482 63.91774 -22.21188  7.076  2.57  2.12
1024 20210227 021835.725 63.93045 -22.20459  5.176  2.49  2.13
1025 20210227 021932.651 63.92405 -22.18472  7.356  2.01  1.64
1026 20210227 022823.367 63.89666 -22.27009  6.757  2.12  1.73
1027 20210227 022924.941 63.91148 -22.23046  5.298  1.71  1.53
1028 20210227 023008.696 63.92700 -22.20942  5.699  3.78  3.62
1029 20210227 023056.573 63.93877 -22.20882  5.411  3.09  3.18
1030 20210227 023107.627 63.93471 -22.21011  6.038  3.54  3.51
1031 20210227 023652.415 63.94077 -22.20503  6.293  3.46  3.23
1032 20210227 025114.207 63.91023 -22.22128  4.481  2.39  1.83
1033 20210227 025504.532 63.90293 -22.24517  6.546  2.20  1.99
1034 20210227 030122.488 63.92300 -22.20833  5.592  3.10  2.91
1035 20210227 030213.039 63.92034 -22.21779  5.467  2.94  2.69
1036 20210227 032112.748 63.92423 -22.21778  5.284  2.56  1.99
1037 20210227 040307.643 63.91910 -22.23099  5.942  3.15  2.85
1038 20210227 041336.578 63.89678 -22.23962  7.096  1.98  1.50
1039 20210227 041352.666 63.91502 -22.21651  5.620  1.59  1.06
1040 20210227 041410.235 63.92521 -22.20901  4.963  3.65  3.66
1041 20210227 041527.819 63.89967 -22.25616  4.734  1.27  1.51
1042 20210227 041543.450 63.93706 -22.20651  5.363  3.32  2.92
1043 20210227 041609.190 63.91379 -22.22612  5.751  2.61  2.44
1044 20210227 041708.970 63.92407 -22.21082  2.550  1.96  1.51
1045 20210227 041725.943 63.90481 -22.24872  6.809  1.71  1.38
1046 20210227 041748.224 63.92348 -22.20757  1.225  1.10  0.70
1047 20210227 041818.093 63.92017 -22.20481  6.428  1.54  1.16
1048 20210227 042024.477 63.91589 -22.21134  6.719  2.14  1.61
1049 20210227 042142.482 63.91738 -22.20951  0.135  2.43  1.95
1050 20210227 042615.506 63.91941 -22.21289  6.366  2.41  2.09
1051 20210227 043011.999 63.93078 -22.19979  4.405  2.08  1.77
1052 20210227 043057.897 63.92405 -22.21205  5.170  3.25  3.07
1053 20210227 043207.351 63.93507 -22.19313  0.341  1.13  1.01
1054 20210227 043252.205 63.91998 -22.21783  6.448  2.56  2.04
1055 20210227 043534.500 63.92400 -22.22025  3.960  1.66  1.71
1056 20210227 043642.904 63.92009 -22.21749  7.068  2.27  1.93
1057 20210227 043727.593 63.91641 -22.20279  6.823  2.26  1.80
1058 20210227 043834.943 63.92130 -22.19437  7.030  1.55  1.18
1059 20210227 044004.750 63.92197 -22.20391  4.405  1.62  1.36
1060 20210227 044237.468 63.92303 -22.20725  6.223  1.84  1.78
1061 20210227 044427.185 63.90669 -22.24851  4.405  1.37  0.66
1062 20210227 044525.822 63.92009 -22.21368  4.957  2.21  1.74
1063 20210227 045131.755 63.92026 -22.21152  0.308  0.82  0.68
1064 20210227 045538.378 63.92346 -22.21048  6.451  2.90  2.55
1065 20210227 050252.012 63.92495 -22.20230  5.210  2.49  2.11
1066 20210227 051218.561 63.92480 -22.20414  5.409  2.73  2.42
1067 20210227 051518.842 63.92064 -22.22235  5.385  3.06  2.53
1068 20210227 051604.315 63.91341 -22.19858  8.810  1.48  1.02
1069 20210227 051731.588 63.92308 -22.21254  7.737  1.86  1.37
1070 20210227 051818.371 63.90950 -22.24412  5.311  1.71  1.43
1071 20210227 052042.876 63.93486 -22.19108  2.826  1.51  1.29
1072 20210227 052412.759 63.91583 -22.22141  5.706  2.33  1.83
1073 20210227 052622.906 63.92300 -22.20638  7.653  1.55  1.01
1074 20210227 053945.937 63.92966 -22.19816  4.750  2.23  2.04
1075 20210227 054310.518 63.90810 -22.22271  4.735  2.38  1.93
1076 20210227 054557.598 63.91598 -22.20693  8.831  2.15  1.63
1077 20210227 054653.917 63.91246 -22.24259  5.677  1.89  1.75
1078 20210227 054734.749 63.91621 -22.24221  5.558  2.05  1.96
1079 20210227 054930.084 63.91613 -22.21752  5.294  2.03  1.60
1080 20210227 055214.583 63.90691 -22.22098  4.361  2.59  2.12
1081 20210227 055325.276 63.91512 -22.24410  5.403  2.90  2.59
1082 20210227 055448.074 63.91679 -22.23408  5.775  2.80  2.42
1083 20210227 055741.423 63.91571 -22.22168  6.552  2.51  2.21
1084 20210227 055922.303 63.93531 -22.18332  6.667  1.82  1.78
1085 20210227 060024.602 63.91697 -22.21777  1.252  1.20  0.66
1086 20210227 060840.372 63.93182 -22.20497  4.844  2.62  2.04
1087 20210227 061403.835 63.92093 -22.21131  5.384  2.48  2.33
1088 20210227 061705.155 63.90832 -22.21741  5.173  2.75  2.55
1089 20210227 061908.750 63.89482 -22.23317  6.640  2.69  2.26
1090 20210227 062004.830 63.93506 -22.20133  4.656  2.62  2.10
1091 20210227 062356.104 63.92196 -22.21541  6.483  2.15  1.93
1092 20210227 062604.667 63.92847 -22.21150  5.237  2.04  1.68
1093 20210227 063552.449 63.88634 -22.33173  5.473  1.66  1.40
1094 20210227 063814.215 63.90223 -22.29889  5.742  1.51  1.56
1095 20210227 064819.314 63.89136 -22.34096  5.381  1.64  1.16
1096 20210227 065006.656 63.88921 -22.24211  6.793  1.84  1.41
1097 20210227 070351.351 63.92130 -22.21598  6.137  2.50  2.15
1098 20210227 070908.024 63.91022 -22.24140  5.577  2.52  2.27
1099 20210227 071508.968 63.91519 -22.23359  5.793  2.54  2.21
1100 20210227 073139.736 63.92204 -22.21373  4.805  3.13  2.74
1101 20210227 074617.450 63.89816 -22.23787  6.705  3.29  3.21
1102 20210227 080744.389 63.92175 -22.23978  4.782  5.15  4.63
1103 20210227 080855.898 63.92105 -22.22318  4.549  3.88  3.63
1104 20210227 081027.339 63.89558 -22.26971  4.850  3.33  3.30
1105 20210227 081134.875 63.88933 -22.31155  3.077  2.36  2.09
1106 20210227 081219.277 63.89452 -22.30842  4.597  3.51  3.89
1107 20210227 081254.794 63.90700 -22.29035  5.314  3.34  3.20
1108 20210227 081328.453 63.89100 -22.34029  5.536  3.09  2.91
1109 20210227 081449.386 63.89867 -22.27544  4.588  3.44  3.48
1110 20210227 081542.280 63.89872 -22.29696  5.005  1.75  1.84
1111 20210227 081602.886 63.87909 -22.35902  4.752  2.69  2.27
1112 20210227 081625.006 63.89171 -22.31313  3.851  2.58  1.96
1113 20210227 081652.915 63.90245 -22.21176  4.361  2.87  2.91
1114 20210227 081733.889 63.89057 -22.35052  5.490  2.08  1.67
1115 20210227 081753.734 63.85365 -22.27235  8.274  2.21  1.36
1116 20210227 081808.918 63.88185 -22.45682  4.092  2.45  1.87
1117 20210227 081850.357 63.89048 -22.29372  3.905  3.67  3.65
1118 20210227 081918.861 63.89495 -22.31020  3.177  3.20  3.39
1119 20210227 082012.115 63.88547 -22.32055  3.918  2.50  2.33
1120 20210227 082121.966 63.91913 -22.22869  5.674  3.23  2.91
1121 20210227 082157.062 63.89231 -22.31208  3.766  2.31  2.02
1122 20210227 082254.560 63.89749 -22.28444  4.834  2.96  3.06
1123 20210227 082540.360 63.88787 -22.34515  6.141  3.44  2.95
1124 20210227 082627.934 63.91059 -22.23702  6.515  2.54  2.31
1125 20210227 082708.632 63.89265 -22.26192  4.467  2.33  1.85
1126 20210227 082721.566 63.89645 -22.26695  5.165  2.93  2.62
1127 20210227 082808.178 63.86987 -22.24838  3.445  2.59  2.64
1128 20210227 082903.759 63.89969 -22.26375  4.654  2.95  2.64
1129 20210227 082934.984 63.87682 -22.34720  3.856  3.07  2.25
1130 20210227 082954.387 63.87741 -22.35370  3.263  2.46  2.16
1131 20210227 083029.179 63.87496 -22.41433  2.145  1.88  1.36
1132 20210227 083147.090 63.88698 -22.29185  2.017  1.90  1.70
1133 20210227 083325.367 63.86723 -22.24869  3.341  2.95  2.57
1134 20210227 083344.391 63.88775 -22.32891  6.217  2.64  2.15
1135 20210227 083523.378 63.92041 -22.23005  4.434  2.59  2.24
1136 20210227 083606.077 63.90882 -22.23417  5.390  2.17  2.18
1137 20210227 083824.141 63.88531 -22.23115  4.473  2.85  2.47
1138 20210227 083915.224 63.86823 -22.39605  3.704  2.76  2.45
1139 20210227 083931.525 63.88045 -22.33823  3.700  2.67  2.01
1140 20210227 084007.644 63.90968 -22.24370  6.094  2.80  2.50
1141 20210227 084121.396 63.88183 -22.33707  4.167  2.87  2.27
1142 20210227 084302.316 63.89325 -22.31002  3.647  2.81  2.41
1143 20210227 084326.767 63.89327 -22.29334  4.572  3.21  2.41
1144 20210227 084707.695 63.90964 -22.23932  5.794  2.91  2.31
1145 20210227 084734.135 63.90968 -22.24002  6.154  2.42  2.27
1146 20210227 084745.144 63.89270 -22.31590  1.763  1.89  1.53
1147 20210227 084835.978 63.90203 -22.24574  6.750  2.13  1.93
1148 20210227 084844.628 63.90493 -22.24277  7.151  2.16  1.94
1149 20210227 084944.524 63.91044 -22.23009  6.334  2.46  2.11
1150 20210227 085025.585 63.90723 -22.24207  5.618  2.95  2.53
1151 20210227 085106.518 63.90965 -22.24365  6.464  3.25  2.75
1152 20210227 085450.424 63.91141 -22.24007  6.809  3.32  3.19
1153 20210227 085633.607 63.90771 -22.24354  6.702  2.51  1.88
1154 20210227 085727.495 63.88110 -22.34484  4.840  2.02  1.42
1155 20210227 085911.811 63.90650 -22.24289  5.534  2.02  1.75
1156 20210227 090104.488 63.89950 -22.25421  3.815  2.61  2.10
1157 20210227 090210.373 63.90442 -22.24581  6.683  2.81  2.16
1158 20210227 090545.467 63.91148 -22.23949  5.011  2.68  2.25
1159 20210227 091308.272 63.90281 -22.24627  6.545  2.55  2.26
1160 20210227 091403.486 63.88266 -22.32491  4.769  1.66  1.20
1161 20210227 091430.714 63.87622 -22.32449  5.058  2.29  1.63
1162 20210227 091709.749 63.90132 -22.29662  5.473  2.80  2.26
1163 20210227 091914.020 63.90794 -22.23801  5.585  3.30  2.62
1164 20210227 092159.244 63.91126 -22.23950  5.661  3.02  3.05
1165 20210227 092904.499 63.90875 -22.24387  5.053  2.87  2.26
1166 20210227 094152.559 63.90344 -22.24954  1.521  2.23  1.77
1167 20210227 094825.457 63.90857 -22.23683  5.685  2.47  2.38
1168 20210227 095259.528 63.91470 -22.23325  5.871  2.73  2.37
1169 20210227 095341.059 63.91090 -22.24103  5.616  3.05  2.85
1170 20210227 100838.865 63.90561 -22.24248  5.410  2.56  2.41
1171 20210227 101149.210 63.90885 -22.23794  5.412  2.75  2.36
1172 20210227 101300.902 63.91359 -22.22866  5.148  2.79  2.62
1173 20210227 101534.051 63.90432 -22.24347  5.280  2.19  1.75
1174 20210227 103909.331 63.90879 -22.23502  6.387  2.94  2.38
1175 20210227 104321.564 63.91528 -22.22545  5.749  3.28  3.04
1176 20210227 104611.741 63.91035 -22.22752  5.854  2.40  2.20
1177 20210227 112549.119 63.92202 -21.91330  4.701  1.83  2.05
1178 20210227 114025.080 63.91492 -22.23639  5.714  2.90  2.55
1179 20210227 114141.664 63.92359 -21.91138  3.318  1.90  1.92
1180 20210227 114950.822 63.92030 -22.21836  5.139  2.73  2.35
1181 20210227 115456.279 63.91668 -22.22631  6.125  3.28  2.95
1182 20210227 121537.135 63.91106 -22.24200  5.407  3.06  2.82
1183 20210227 122231.271 61.15202 -23.36536  0.591  4.22  3.73
1184 20210227 122256.843 63.90675 -22.21655  4.547  2.96  2.41
1185 20210227 123729.935 63.91616 -22.22552  4.889  2.88  2.45
1186 20210227 124513.652 66.21786 -18.26671  8.148  1.31  1.45
1187 20210227 125028.126 63.91033 -22.24012  5.542  2.75  2.21
1188 20210227 125048.866 63.90602 -22.24002  5.640  3.31  2.88
1189 20210227 130628.928 63.89073 -22.33626  5.780  3.31  2.88
1190 20210227 130811.332 63.92309 -22.24024  4.709  2.93  2.76
1191 20210227 131942.178 63.96161 -22.08471  4.679  3.36  3.13
1192 20210227 134214.481 63.91309 -22.23465  5.579  2.98  2.75
1193 20210227 140233.560 63.92160 -22.22110  4.966  2.78  2.51
1194 20210227 140736.197 63.95987 -22.08873  4.316  1.69  1.66
1195 20210227 145246.633 63.92041 -22.22760  5.873  3.26  3.01
1196 20210227 145455.480 63.91253 -22.22680  5.285  2.95  2.85
1197 20210227 151242.303 63.91123 -22.24001  6.887  3.42  2.98
1198 20210227 151355.627 63.91122 -22.23852  6.209  3.83  3.68
1199 20210227 155148.607 63.91628 -22.23085  5.361  2.34  2.05
1200 20210227 160454.376 63.86930 -22.41875  4.547  2.16  1.07
1201 20210227 170128.357 63.90860 -22.21913  9.594  2.14  1.63
1202 20210227 171637.800 63.90130 -22.28426  6.216  2.41  2.05
1203 20210227 172525.716 63.99982 -21.65224  8.195  1.01  0.71
1204 20210227 172910.527 63.91607 -22.24030  5.069  2.25  1.86
1205 20210227 174114.625 63.90196 -22.24463  6.606  2.18  1.73
1206 20210227 174542.913 63.93637 -22.18341  6.997  1.97  1.71
1207 20210227 174615.288 63.89251 -22.32823  6.617  2.08  1.66
1208 20210227 174901.929 63.88823 -22.40335  5.209  1.96  1.09
1209 20210227 175129.406 63.89944 -22.28370  7.484  1.65  1.28
1210 20210227 180332.909 63.89083 -22.31621  4.372  2.16  1.64
1211 20210227 180333.423 63.89565 -22.30812  3.004  2.14  1.71
1212 20210227 180709.551 63.92162 -22.21405  7.011  2.24  1.88
1213 20210227 181450.869 63.89864 -22.29014  6.674  1.46  1.45
1214 20210227 181500.226 63.89539 -22.31084  3.900  2.14  1.69
1215 20210227 181717.808 66.25543 -16.71796  9.825  0.89  0.99
1216 20210227 184257.130 63.94465 -22.20973  6.622  2.73  2.60
1217 20210227 184437.140 63.91700 -22.22761  4.953  2.20  2.31
1218 20210227 192036.202 63.93769 -22.18166  7.000  3.50  3.03
1219 20210227 192327.220 63.88006 -22.33410  1.499  3.08  3.00
1220 20210227 192833.480 63.92156 -22.21738  6.601  2.82  2.50
1221 20210227 195652.343 63.89544 -22.26503  4.462  1.81  1.16
1222 20210227 201951.493 63.91863 -22.21252  7.508  1.84  1.44
1223 20210227 202118.173 63.93708 -22.19513  5.501  2.16  1.85
1224 20210227 202309.242 63.92796 -22.19421  4.394  2.49  2.19
1225 20210227 203639.857 63.92037 -22.21810  6.342  2.40  1.76
1226 20210227 204147.356 63.90762 -22.23881  7.442  1.91  1.67
1227 20210227 204227.591 63.92110 -22.21327  7.047  2.08  1.64
1228 20210227 204329.532 63.90272 -22.23865  7.486  2.05  1.73
1229 20210227 204507.321 63.92493 -22.21507  5.271  2.31  2.03
1230 20210227 204705.158 63.92025 -22.21599  6.981  2.74  2.12
1231 20210227 221514.751 63.92643 -22.22331  4.561  3.53  3.61
1232 20210227 221641.181 63.91605 -22.21841  3.930  3.32  3.37
1233 20210227 233242.395 63.94187 -22.20370  5.774  2.96  2.95
1234 20210228 000637.046 63.92997 -22.21097  3.185  2.44  2.12
1235 20210228 000908.625 63.92587 -22.21445  4.726  3.49  3.59
1236 20210228 001222.247 63.93593 -22.08485  4.444  2.62  2.16
1237 20210228 001242.890 63.91374 -22.22155  5.663  2.75  2.48
1238 20210228 001520.914 63.91868 -22.22352  6.280  2.04  1.80
1239 20210228 001556.054 63.91793 -22.22781  5.396  2.39  1.81
1240 20210228 001727.652 63.92136 -22.21675  5.030  2.62  2.31
1241 20210228 001914.988 63.92022 -22.23251  5.350  4.70  4.22
1242 20210228 002152.859 63.91570 -22.21695  3.145  2.56  2.11
1243 20210228 002228.943 63.91702 -22.22413  5.424  2.57  2.24
1244 20210228 002336.320 63.89751 -22.23927  6.598  2.29  2.27
1245 20210228 002512.734 63.93601 -22.20016  1.960  2.92  2.71
1246 20210228 002633.724 63.92750 -22.20518  0.041  2.69  2.71
1247 20210228 002735.473 63.90920 -22.24220  5.313  2.06  1.91
1248 20210228 003048.468 63.91498 -22.21953  6.548  2.06  1.82
1249 20210228 003241.265 63.91589 -22.21858  6.584  2.06  1.83
1250 20210228 003608.601 63.91968 -22.21386  6.243  2.05  1.94
1251 20210228 003701.070 63.91647 -22.22017  5.703  1.94  1.60
1252 20210228 004011.617 63.91753 -22.22163  4.519  1.83  1.46
1253 20210228 004037.571 63.91220 -22.22853  6.743  2.39  2.02
1254 20210228 004144.774 63.91946 -22.21914  5.311  2.77  2.58
1255 20210228 004340.633 63.91710 -22.21329  5.434  2.68  2.60
1256 20210228 004522.448 63.92495 -22.21366  4.098  2.87  2.54
1257 20210228 004929.010 63.92678 -22.20357  5.230  2.55  2.12
1258 20210228 005152.193 63.92312 -22.20274  3.872  2.06  1.76
1259 20210228 005321.034 63.92417 -22.21483  4.486  2.60  2.58
1260 20210228 005809.093 63.92027 -22.21487  5.193  1.82  1.83
1261 20210228 010002.491 63.92160 -22.21700  4.352  2.68  2.33
1262 20210228 010435.696 63.91190 -22.21939  3.367  2.39  1.85
1263 20210228 010700.290 63.91904 -22.22588  5.329  1.88  1.56
1264 20210228 010924.199 63.91616 -22.22265  5.418  1.89  1.57
1265 20210228 011406.009 63.91253 -22.22244  5.392  1.87  1.78
1266 20210228 012011.246 63.93470 -22.05567  4.548  3.13  3.26
1267 20210228 012146.177 63.93994 -22.05915  3.307  1.85  1.94
1268 20210228 012236.057 63.90740 -22.16138 10.771  2.13  1.97
1269 20210228 012322.231 63.93701 -22.05495  4.115  1.71  1.49
1270 20210228 013007.622 63.93589 -22.21966  5.415  3.63  3.35
1271 20210228 013203.464 63.93637 -22.22812  9.864  1.92  1.57
1272 20210228 013342.090 63.92708 -22.08922  3.942  2.57  2.41
1273 20210228 013738.437 63.93489 -22.21776  5.740  2.35  2.15
1274 20210228 013858.066 63.92370 -22.20573  4.611  2.58  2.23
1275 20210228 014218.448 63.93530 -22.21884  4.040  2.47  2.33
1276 20210228 023242.799 63.93082 -22.05650  4.708  3.04  2.89
1277 20210228 023449.484 63.90842 -22.24067  6.638  3.19  2.95
1278 20210228 023752.054 63.90981 -22.24134  6.861  3.24  2.66
1279 20210228 023930.547 63.91250 -22.23789  6.291  2.84  2.10
1280 20210228 024447.113 63.94113 -22.05810  2.985  2.63  2.26
1281 20210228 034131.189 66.65981 -17.87897  9.240  1.43  1.47
1282 20210228 034739.772 64.27766 -17.57247  5.252  1.22  0.89
1283 20210228 035137.438 63.92388 -21.91027  2.848  1.52  1.54
1284 20210228 041222.988 63.93325 -22.19765  5.343  3.48  3.10
1285 20210228 045830.218 63.92790 -22.18970  1.144  1.04  0.86
1286 20210228 045927.494 63.82364 -22.50737  5.925  2.25  1.39
1287 20210228 052941.767 63.93412 -22.18452  6.801  2.24  1.88
1288 20210228 053012.480 63.93877 -22.07829  4.258  3.15  3.03
1289 20210228 060552.248 63.92359 -22.19535  7.066  2.23  1.79
1290 20210228 060638.665 63.95214 -22.06018  5.128  3.56  3.09
1291 20210228 061148.881 63.93133 -22.17537  7.171  1.66  1.21
1292 20210228 061343.128 63.94142 -22.20236  6.422  1.31  1.12
1293 20210228 061400.911 63.93253 -22.05381  3.893  1.12  0.77
1294 20210228 061424.694 63.90948 -22.24043  4.374  2.60  2.25
1295 20210228 063945.122 63.87943 -22.26855  5.775  1.49  1.28
1296 20210228 064014.301 63.91991 -22.18530  7.025  1.51  0.95
1297 20210228 064201.798 63.92167 -22.21243  5.222  2.92  2.78
1298 20210228 064316.428 63.91688 -22.21287  7.603  1.75  1.12
1299 20210228 064419.669 63.91610 -22.21638  7.353  1.59  0.97
1300 20210228 064538.419 63.91594 -22.21327  7.458  2.22  1.70
1301 20210228 064615.332 63.92614 -22.19368  1.277  1.68  1.86
1302 20210228 070051.884 63.90530 -22.24594  5.516  1.38  1.07
1303 20210228 075436.437 63.91283 -22.22791  5.176  4.03  3.78
1304 20210228 075502.785 63.90042 -22.21765  5.175  3.36  3.01
1305 20210228 080001.485 63.91831 -22.21847  5.750  3.12  2.96
1306 20210228 080345.308 63.91582 -22.22314  5.629  3.48  3.12
1307 20210228 080851.637 63.91510 -22.22600  5.424  2.57  2.17
1308 20210228 080951.070 63.92033 -22.22078  5.547  2.94  2.55
1309 20210228 081331.779 63.91928 -22.22487  5.463  3.11  2.76
1310 20210228 081556.999 63.91553 -22.22146  5.032  2.60  2.23
1311 20210228 082120.261 63.91575 -22.21872  4.401  2.66  2.32
1312 20210228 082316.152 63.91552 -22.22464  5.570  2.86  2.57
1313 20210228 082436.017 63.91588 -22.22347  5.579  3.32  3.00
1314 20210228 083806.895 63.91841 -22.21928  5.271  3.12  2.95
1315 20210228 083923.802 63.90995 -22.22385  7.426  2.59  2.10
1316 20210228 084115.953 63.91152 -22.22570  5.072  2.95  2.56
1317 20210228 084805.349 63.91822 -22.22071  5.567  2.85  2.49
1318 20210228 093459.999 63.93340 -22.21198  6.313  3.03  2.68
1319 20210228 093704.139 63.92081 -22.22018  5.001  3.09  2.89
1320 20210228 095908.629 63.92755 -22.20976  6.959  2.11  1.69
1321 20210228 104414.190 63.91343 -22.22298  6.092  1.02  0.83
1322 20210228 105642.820 63.90778 -22.23861  5.726  2.83  2.58
1323 20210228 113227.992 63.92184 -22.21108  5.175  4.33  4.01
1324 20210228 114015.062 63.92697 -22.20821  5.121  3.27  2.95
1325 20210228 114503.932 63.91995 -22.22202  5.608  2.95  2.62
1326 20210228 114908.243 63.91358 -22.21600  6.691  2.29  1.97
1327 20210228 115113.733 63.92511 -22.20192  5.117  3.06  2.99
1328 20210228 115338.780 63.92012 -22.21434  5.389  2.34  2.03
1329 20210228 115925.576 63.92281 -22.21078  5.309  2.70  2.28
1330 20210228 120106.661 63.91861 -22.21770  5.596  2.87  2.72
1331 20210228 121002.847 63.92587 -22.19922  4.573  2.78  2.90
1332 20210228 121037.405 63.92455 -22.20925  5.312  2.92  2.75
1333 20210228 121436.981 63.85612 -22.45815  2.719  2.28  1.83
1334 20210228 121539.181 63.92739 -22.19271  4.773  2.21  2.06
1335 20210228 121616.029 63.85209 -22.45808  4.048  3.65  3.21
1336 20210228 121706.007 63.92734 -22.20020  4.820  2.95  2.66
1337 20210228 121747.324 63.85508 -22.47381  4.847  3.49  2.94
1338 20210228 121809.553 63.85645 -22.47126  1.955  2.33  1.60
1339 20210228 121831.582 63.92082 -22.20914  4.887  2.28  2.11
1340 20210228 121913.679 63.85374 -22.46114  1.806  2.17  1.69
1341 20210228 122024.363 63.92934 -22.20122  4.843  3.25  2.91
1342 20210228 122039.530 63.92752 -22.19967  4.703  3.05  3.05
1343 20210228 122716.194 63.92847 -22.21053  4.138  3.15  2.77
1344 20210228 123237.910 63.92506 -22.20369  5.344  3.20  2.85
1345 20210228 125026.439 63.92717 -22.19576  5.245  3.29  2.79
1346 20210228 125209.113 63.93553 -22.19319  5.037  2.62  2.53
1347 20210228 125226.979 63.93138 -22.20513  3.836  2.88  3.00
1348 20210228 132721.602 66.65468 -17.89808 11.969  2.00  1.61
1349 20210228 135255.174 63.93787 -22.18931  4.486  2.38  1.95
1350 20210228 140403.493 66.21730 -17.66305 10.959  0.63  0.80
1351 20210228 141714.906 63.93315 -22.19558  4.990  2.21  2.00
1352 20210228 142512.016 63.92899 -22.19628  3.519  2.81  2.50
1353 20210228 144334.374 63.92706 -22.19191  5.865  2.94  2.58
1354 20210228 144411.639 63.92857 -22.20146  5.374  2.60  2.49
1355 20210228 151549.765 63.93557 -22.19186  3.931  2.54  2.37
1356 20210228 152311.031 64.40186 -17.33344  3.848  0.86  1.42
1357 20210228 152557.338 64.64683 -17.37560  0.135  0.62  0.42
1358 20210228 153551.423 63.93574 -22.19398  5.014  3.09  3.16
1359 20210228 153852.818 63.93518 -22.19699  4.845  3.13  3.06
1360 20210228 153931.242 63.93518 -22.19923  8.176  4.14  3.69
1361 20210228 155328.088 63.94067 -22.19402  3.925  2.78  2.37
1362 20210228 155836.409 63.94743 -22.18453  0.135  2.36  2.10
1363 20210228 160143.928 63.93124 -22.18781  5.408  3.88  3.52
1364 20210228 161742.400 63.92763 -22.19184  4.841  2.82  2.44
1365 20210228 162956.753 63.94225 -22.18569  4.101  4.25  4.01
1366 20210228 163633.979 63.92892 -22.18768  6.299  2.34  2.02
1367 20210228 163638.657 63.93910 -22.18138  4.511  2.35  2.08
1368 20210228 164732.656 66.21341 -17.65828  9.423  1.37  1.66
1369 20210228 165057.872 63.93868 -22.20980  6.988  3.79  3.68
1370 20210228 172944.268 63.93668 -22.18338  6.900  3.25  3.05
1371 20210228 180932.877 66.21906 -18.53424  9.116  2.56  2.55
